,Artist,Song,Lyrics,Sentiment
155,A star is born (by Bradley Cooper),Parking lot (Dialogue),ally aren't void hardcore jackson ally jackson ally,Neutral
156,A star is born (by Bradley Cooper),Scene 98 (Dialogue),jackson ally worried concentrate fuckin' drinking buddy fuckin' talent fuckin' fuckin' fuckin' ally drunk fuckin' disappear pills pocket jackson fuckin' ally goti'm jackson fuckin' ally,Neutral
157,A star is born (by Bradley Cooper),Shallow,somethin' modern somethin' searchin' longin' arent void hardcore longing dive crash surface shallow shallow shallow shallow shallow shallow shallow shallow wooaaaah woaaaaaaaaaaah dive crash surface shallow shallow shallow shallow shallow shallow shallow shallow,Negative
158,A star is born (by Bradley Cooper),SNL (Dialogue),alec excuse alec seconds dissolve cue alec ladies gentlemen ally,Neutral
159,A star is born (by Bradley Cooper),Somewhere over the rainbow (Dialogue),hopeless jumble raindrops tumble opens lane darken skyway rainbow,Neutral
161,A star is born (by Bradley Cooper),Trust me (Dialogue),jackson maine jackson maine ally hi jackson maine lucky trip ally jackson maine arrangement ayeah ally jackson maine,Neutral
162,A star is born (by Bradley Cooper),Twelve notes (Dialogue),bobby talked essentially notes octave twelve notes octave repeats artist offer notes ally honor husband,Neutral
163,A star is born (by Bradley Cooper),Unbelievable (Dialogue),rez ally unbelievable ally rez unbelievable ally rez rez gavron ally rez ally,Neutral
164,A star is born (by Bradley Cooper),Vows (Dialogue),ally vows altar brought,Neutral
165,A star is born (by Bradley Cooper),Why did you do that?,jeans why'd obscene texting responsibilities praying,Neutral
166,A Tribe Called Quest,Mr. Muhammad,dip dip dive socialized issued rhythms opened circuit current presented tribecentricity compared vibe electricity bomb quick comet muhammad muhammad breaks backs bodies flow stack huh cruise rhythms hah shaheed posin' hotties huh muhammad plays deck cards card tribe's present established wheels huh utilize progressin huh egos tribe tribe swing uhh dive dive comprende compadre muhammad button huh sample score brothers pose tribesmen toes funk appreciate flow denounce circuit breakers movers shakers bustin heap vehicle burnin felts rhythm's bomb quick comet muhammad dock huh fin' muhammad muhammad huh dish dish fondeling groove groove mystic cronies huh pushy tense tense rhythms huh rhythms huh rhythms swing huh pucker hoo listenin quayle hoo monster prowl muhammad gives hoot hoot woodsy owl comprende compadre huh muhammad button sample score,Negative
167,A very Potter musical,Gotta get back to Hogwarts,harry stairs sneers glares cousin uncle aunt stings lighting scar deserve awful dursleys privet muggles despite struggles september skipping i'ts mystery hogwarts hogwarts witches wizards magical beasts goblins ghosts magical feasts hogwarts hogwarts firebolt anyone's totally awesome cast spells flick wand defeat arts ron 'cuz totally awesome ron totally awesome dialogue harry ron class harry ron harry ron totally awesome sneak dorm hermione perform class owls frumpy super smart grades a's lack totally awesome study ron actually harry ron ron hermione totally awesome harry ron hermione totally awesome sorcery hogwarts hogwarts magiccooooool witches wizards magical beasts goblins ghosts magical feasts hogwarts hogwarts harry ron hermione chos possy cho chang domo arigato cho chang gung fat choy chang cho chang cedric cho chang cho chang bangkok ding dang aloud cho chang malfoy reign malfoy drawing greatest wizard career totally awesome potter totally awesome goyle totally awesome hermione butterbeer flow harry 'ill cho ron awesome began alakazam totally awesome teach summers itchin neville albus dumbledore ahhhhhh dumbledore hogwarts hogwarts hidden swimming pool hogwarts hotties nerds tools hogwarts um couple witches wizards magical beasts goblins ghosts magical feasts hogwarts hogwarts spells enchantments potions gryffindor hufflepuff ravenclaw slytherin begins hogwarts howarts dumbledore whats hogwarts hogwarts dumbledore hogwarts hogwarts harry,Positive
168,A walk to remember,Cry,afternoon lasted ended staring gray places realized september staring gray places realized afternoon places realized,Neutral
169,A walk to remember,Dancing in the moonlight,supernatural delight moonlight bark loose moonlight moonlight natural moonlight uptight supernatural delight moonlight moonlight natural moonlight supernatural delight moonlight moonlight natural moonlight moonlight natural moonlight,Positive
170,A walk to remember,Empty spaces,mister lend drowning starving soulless whose numb whose ears deaf dumb spaces spaces eating bites toothy grins pages torn twain reconstructing contain spaces spaces spaces spaces spaces spaces spaces spaces spaces,Negative
171,A walk to remember,Friday on my mind,monday nag tuesday wednesdays thursday friday shirt shes monday friday five bore rich friday shirt shes monday friday friday shirt shes monday friday,Neutral
172,A walk to remember,If you believe,imagined wished remind believed connect places believed wished material wished explain believed,Neutral
173,A walk to remember,It's gonna be love,patient asking restless sorrow pool waited sooner sooner tough tough beyeah,Negative
174,A walk to remember,I dare you to move,planet existence everyone's everyone's waits happens happens lift fallout resistance tension tension lift redemption stories forgiveness salvation lift,Neutral
175,A walk to remember,Learning to breathe,rising fresh beginning regrets learning learning finding abundant kicked learning learning finding abundant abundant abundant learning learning finding abundant abundant abundant,Neutral
176,A walk to remember,"Mother, we just can't get enough",speeding veins rush attack haunting dimes rolled dice social security credit card deposit dollars minutes aw,Neutral
177,A walk to remember,No one,sent erased sent pictures sent erased sent terrible instinct terrible instinct terrible instinct terrible instinct,Negative
178,A walk to remember,Only hope,awaken infinite lift galaxy plans lift destiny symphony lungs lift,Neutral
179,A walk to remember,Someday we'll know,ninety chicago questions amelia earhart holds lifetime captain titanic atlantis cries speeding ninetyseventh samson delilah bought ticket rainbow crash aren't samson delilah,Negative
180,A walk to remember,So what does it all mean,drug crackhead sigh players team hi colorful colorful rep hunny false given doubts colorful colorful colorful colorful,Neutral
181,A walk to remember,You,ignorance rings confused,Negative
182,A$AP Ferg,Move ya hips,nicki minaj frankie motherfuckin' p madeintyo hips beleavingshe meto hips wheni skrrt yourhipsokay wheni leavingshe meto hips aap ferg gums gums jeans grunge grunge fuckin' buns buns suck dick numb numb pockets fat clumps clumps rappers lunch lunch makin' meal munch woo hips loft harlem fergie burberry collar problems fergie settin' ablaze madeintyo hips hips skrrt hips hips nicki minaj bitches food opps gon' singin' feelin bishop juice dude jimmy choo niggas makks fact cap ap bitches bag hips yay saint laurent shades cherry mercedes yay strawberry shortcake chinese bangs braids ayy queens headed harlem panda mink growlin bodied plain mobbin niggas rob bitches billy goat dough wrist glow model vogue vogue versace robe streak rogue nigga tip toes grippin below madeintyo hips hips skrrt hips hips,Negative
183,A$AP Rocky,Babushka Boi,flacko papes baked potato draco bandana stains drapes squeaky peep dentures princess dentist cheese cameras ayy eight gs dancers ayy benjis ayy bentleys phantoms praise grace scar wwait ecafracs sruoy dlrow eht scarface nigga ecafracs sruoy dlrow eht duckin' niggas duckin' bullets either duck sauce became vegan nigga flacko jodye season prada pants season ducked quiet wit' breezy prada shades shittin' dedicate scar globe scarface dedicate scar globe scarface hookah smokin' strollin' wooster buck fifty babushka pistol poppers prostituters card scammers prada boosters powder robber huh hallelujah dedicate scar globe scarface dedicate scar globe scarface pearls excessive excessive problems expected marijuana breastes pearls excessive excessive problems expected marijuana breastes,Neutral
184,A$AP Rocky,Fuckin problems,bitches fuckin fuckin bitches fuckin fuckin bitches fuckin fuckin finding fuckin crib solve aap rocky bitches simmer takin' hella pop semi nine raw shimmy shimmy huh asap motherfucker fresh motherfuckers chrome dome keith nigga nigga nigga figure figures fuckin bitches rollin' swishers bitches bought niggas bent liquor licorice lick nigga niggerish nigga nigga rich fuckin' broads fuckin' bored dyke fuckin' bitches fuckin fuckin bitches fuckin fuckin bitches fuckin fuckin finding fuckin crib solve drake niggas leading rappers feeding dudes speakin' album sleepin' print lyrics readalong singalong unless brought weed ju yo' eagle beatles bout discussion bigger reduction nigga motherfucker bustin' often dick nigga talkin bitches fuckin fuckin bitches fuckin fuckin bitches fuckin fuckin finding fuckin crib solve kendrick lamar finale pep pep rally hood valley vaca'd atlanta cali irony eyeing nigga exist dick kendrick lamar aka benz par standards pampered threesomes bodies hallway involved crystal ball halle berry hallelujah holla bitches fuckin fuckin bitches fuckin fuckin bitches fuckin fuckin finding fuckin crib solve,Negative
